question,answer
"여성스러운 플라워 패턴의 스모크 밴딩 시스루 A라인 롱원피스,아이보리,free,손세탁","  ""플라워 패턴으로 완성된 스모크 밴딩 포인트 시스루 롱원피스-""  ♥ MD COMMENT 봄에 피는 파랑 꽃을 모티브로 한 플라워 패턴의 롱 원피스예요~ 여리여리한 쉬폰 패브릭으로 걸을 때마다 여성스러움이 뚝뚝♡ 허리는 넓은 스모크 밴딩으로 편안한 착용감은 물론, 슬림한 허리라인까지 연출해드린답니다:) 세 가지 컬러로 준비되어 있으니 취향에 맞게 초이스해주세요-  ♥ DETAIL TIP 프론트 부분의 콩 단추 디테일로 러블리한 감성을 더해드렸어요~ 허리선이 높게 올라와 있는 A라인 디자인으로슬림한 허리라인에롱한 레그 라인까지 연출해드린답니다♡ 소매는 은은한 시스루 소재, 몸통은 안감이 덧대어있어 비침 걱정 없이 편안하게 입기 좋은 아이템이라 아띠님들에게 적극 추천해드려요~ ♥ SIZE TIP Free 사이즈로 준비되었습니다. *사이즈, 핏감은 체형에 따라 개인차가 있다는 점 감안해주세요:)  ──────────────────────── MATERIAL (혼용률) : POLYESTER 100% 두께 : 얇음 , 비침 : 중간 신축 : 없음 , 안감 : 있음 세탁법 : 손세탁 드라이 단독세탁 물세탁 세탁건조기 사용불가 ────────────────────────   "
"여성스러운 플라워 패턴의 스모크 밴딩 시스루 A라인 롱원피스,블랙,free,손세탁","  ""플라워 패턴으로 완성된 스모크 밴딩 포인트 시스루 롱원피스-""  ♥ MD COMMENT 봄에 피는 파랑 꽃을 모티브로 한 플라워 패턴의 롱 원피스예요~ 여리여리한 쉬폰 패브릭으로 걸을 때마다 여성스러움이 뚝뚝♡ 허리는 넓은 스모크 밴딩으로 편안한 착용감은 물론, 슬림한 허리라인까지 연출해드린답니다:) 세 가지 컬러로 준비되어 있으니 취향에 맞게 초이스해주세요-  ♥ DETAIL TIP 프론트 부분의 콩 단추 디테일로 러블리한 감성을 더해드렸어요~ 허리선이 높게 올라와 있는 A라인 디자인으로슬림한 허리라인에롱한 레그 라인까지 연출해드린답니다♡ 소매는 은은한 시스루 소재, 몸통은 안감이 덧대어있어 비침 걱정 없이 편안하게 입기 좋은 아이템이라 아띠님들에게 적극 추천해드려요~ ♥ SIZE TIP Free 사이즈로 준비되었습니다. *사이즈, 핏감은 체형에 따라 개인차가 있다는 점 감안해주세요:)  ──────────────────────── MATERIAL (혼용률) : POLYESTER 100% 두께 : 얇음 , 비침 : 중간 신축 : 없음 , 안감 : 있음 세탁법 : 손세탁 드라이 단독세탁 물세탁 세탁건조기 사용불가 ────────────────────────   "
"여성스러운 플라워 패턴의 스모크 밴딩 시스루 A라인 롱원피스,화이트,free,손세탁","  ""플라워 패턴으로 완성된 스모크 밴딩 포인트 시스루 롱원피스-""  ♥ MD COMMENT 봄에 피는 파랑 꽃을 모티브로 한 플라워 패턴의 롱 원피스예요~ 여리여리한 쉬폰 패브릭으로 걸을 때마다 여성스러움이 뚝뚝♡ 허리는 넓은 스모크 밴딩으로 편안한 착용감은 물론, 슬림한 허리라인까지 연출해드린답니다:) 세 가지 컬러로 준비되어 있으니 취향에 맞게 초이스해주세요-  ♥ DETAIL TIP 프론트 부분의 콩 단추 디테일로 러블리한 감성을 더해드렸어요~ 허리선이 높게 올라와 있는 A라인 디자인으로슬림한 허리라인에롱한 레그 라인까지 연출해드린답니다♡ 소매는 은은한 시스루 소재, 몸통은 안감이 덧대어있어 비침 걱정 없이 편안하게 입기 좋은 아이템이라 아띠님들에게 적극 추천해드려요~ ♥ SIZE TIP Free 사이즈로 준비되었습니다. *사이즈, 핏감은 체형에 따라 개인차가 있다는 점 감안해주세요:)  ──────────────────────── MATERIAL (혼용률) : POLYESTER 100% 두께 : 얇음 , 비침 : 중간 신축 : 없음 , 안감 : 있음 세탁법 : 손세탁 드라이 단독세탁 물세탁 세탁건조기 사용불가 ────────────────────────   "
"여성스러운 플라워 패턴의 스모크 밴딩 시스루 A라인 롱원피스,네이비,free,손세탁","  ""플라워 패턴으로 완성된 스모크 밴딩 포인트 시스루 롱원피스-""  ♥ MD COMMENT 봄에 피는 파랑 꽃을 모티브로 한 플라워 패턴의 롱 원피스예요~ 여리여리한 쉬폰 패브릭으로 걸을 때마다 여성스러움이 뚝뚝♡ 허리는 넓은 스모크 밴딩으로 편안한 착용감은 물론, 슬림한 허리라인까지 연출해드린답니다:) 세 가지 컬러로 준비되어 있으니 취향에 맞게 초이스해주세요-  ♥ DETAIL TIP 프론트 부분의 콩 단추 디테일로 러블리한 감성을 더해드렸어요~ 허리선이 높게 올라와 있는 A라인 디자인으로슬림한 허리라인에롱한 레그 라인까지 연출해드린답니다♡ 소매는 은은한 시스루 소재, 몸통은 안감이 덧대어있어 비침 걱정 없이 편안하게 입기 좋은 아이템이라 아띠님들에게 적극 추천해드려요~ ♥ SIZE TIP Free 사이즈로 준비되었습니다. *사이즈, 핏감은 체형에 따라 개인차가 있다는 점 감안해주세요:)  ──────────────────────── MATERIAL (혼용률) : POLYESTER 100% 두께 : 얇음 , 비침 : 중간 신축 : 없음 , 안감 : 있음 세탁법 : 손세탁 드라이 단독세탁 물세탁 세탁건조기 사용불가 ────────────────────────   "
"스모크 밴딩 시스루 A라인 롱원피스,아이보리,free,손세탁","  ""플라워 패턴으로 완성된 스모크 밴딩 포인트 시스루 롱원피스-""  ♥ MD COMMENT 봄에 피는 파랑 꽃을 모티브로 한 플라워 패턴의 롱 원피스예요~ 여리여리한 쉬폰 패브릭으로 걸을 때마다 여성스러움이 뚝뚝♡ 허리는 넓은 스모크 밴딩으로 편안한 착용감은 물론, 슬림한 허리라인까지 연출해드린답니다:) 세 가지 컬러로 준비되어 있으니 취향에 맞게 초이스해주세요-  ♥ DETAIL TIP 프론트 부분의 콩 단추 디테일로 러블리한 감성을 더해드렸어요~ 허리선이 높게 올라와 있는 A라인 디자인으로슬림한 허리라인에롱한 레그 라인까지 연출해드린답니다♡ 소매는 은은한 시스루 소재, 몸통은 안감이 덧대어있어 비침 걱정 없이 편안하게 입기 좋은 아이템이라 아띠님들에게 적극 추천해드려요~ ♥ SIZE TIP Free 사이즈로 준비되었습니다. *사이즈, 핏감은 체형에 따라 개인차가 있다는 점 감안해주세요:)  ──────────────────────── MATERIAL (혼용률) : POLYESTER 100% 두께 : 얇음 , 비침 : 중간 신축 : 없음 , 안감 : 있음 세탁법 : 손세탁 드라이 단독세탁 물세탁 세탁건조기 사용불가 ────────────────────────   "
"스모크 밴딩 시스루 A라인 롱원피스,블랙,free,손세탁","  ""플라워 패턴으로 완성된 스모크 밴딩 포인트 시스루 롱원피스-""  ♥ MD COMMENT 봄에 피는 파랑 꽃을 모티브로 한 플라워 패턴의 롱 원피스예요~ 여리여리한 쉬폰 패브릭으로 걸을 때마다 여성스러움이 뚝뚝♡ 허리는 넓은 스모크 밴딩으로 편안한 착용감은 물론, 슬림한 허리라인까지 연출해드린답니다:) 세 가지 컬러로 준비되어 있으니 취향에 맞게 초이스해주세요-  ♥ DETAIL TIP 프론트 부분의 콩 단추 디테일로 러블리한 감성을 더해드렸어요~ 허리선이 높게 올라와 있는 A라인 디자인으로슬림한 허리라인에롱한 레그 라인까지 연출해드린답니다♡ 소매는 은은한 시스루 소재, 몸통은 안감이 덧대어있어 비침 걱정 없이 편안하게 입기 좋은 아이템이라 아띠님들에게 적극 추천해드려요~ ♥ SIZE TIP Free 사이즈로 준비되었습니다. *사이즈, 핏감은 체형에 따라 개인차가 있다는 점 감안해주세요:)  ──────────────────────── MATERIAL (혼용률) : POLYESTER 100% 두께 : 얇음 , 비침 : 중간 신축 : 없음 , 안감 : 있음 세탁법 : 손세탁 드라이 단독세탁 물세탁 세탁건조기 사용불가 ────────────────────────   "
"스모크 밴딩 시스루 A라인 롱원피스,화이트,free,손세탁","  ""플라워 패턴으로 완성된 스모크 밴딩 포인트 시스루 롱원피스-""  ♥ MD COMMENT 봄에 피는 파랑 꽃을 모티브로 한 플라워 패턴의 롱 원피스예요~ 여리여리한 쉬폰 패브릭으로 걸을 때마다 여성스러움이 뚝뚝♡ 허리는 넓은 스모크 밴딩으로 편안한 착용감은 물론, 슬림한 허리라인까지 연출해드린답니다:) 세 가지 컬러로 준비되어 있으니 취향에 맞게 초이스해주세요-  ♥ DETAIL TIP 프론트 부분의 콩 단추 디테일로 러블리한 감성을 더해드렸어요~ 허리선이 높게 올라와 있는 A라인 디자인으로슬림한 허리라인에롱한 레그 라인까지 연출해드린답니다♡ 소매는 은은한 시스루 소재, 몸통은 안감이 덧대어있어 비침 걱정 없이 편안하게 입기 좋은 아이템이라 아띠님들에게 적극 추천해드려요~ ♥ SIZE TIP Free 사이즈로 준비되었습니다. *사이즈, 핏감은 체형에 따라 개인차가 있다는 점 감안해주세요:)  ──────────────────────── MATERIAL (혼용률) : POLYESTER 100% 두께 : 얇음 , 비침 : 중간 신축 : 없음 , 안감 : 있음 세탁법 : 손세탁 드라이 단독세탁 물세탁 세탁건조기 사용불가 ────────────────────────   "
"스모크 밴딩 시스루 A라인 롱원피스,네이비,free,손세탁","  ""플라워 패턴으로 완성된 스모크 밴딩 포인트 시스루 롱원피스-""  ♥ MD COMMENT 봄에 피는 파랑 꽃을 모티브로 한 플라워 패턴의 롱 원피스예요~ 여리여리한 쉬폰 패브릭으로 걸을 때마다 여성스러움이 뚝뚝♡ 허리는 넓은 스모크 밴딩으로 편안한 착용감은 물론, 슬림한 허리라인까지 연출해드린답니다:) 세 가지 컬러로 준비되어 있으니 취향에 맞게 초이스해주세요-  ♥ DETAIL TIP 프론트 부분의 콩 단추 디테일로 러블리한 감성을 더해드렸어요~ 허리선이 높게 올라와 있는 A라인 디자인으로슬림한 허리라인에롱한 레그 라인까지 연출해드린답니다♡ 소매는 은은한 시스루 소재, 몸통은 안감이 덧대어있어 비침 걱정 없이 편안하게 입기 좋은 아이템이라 아띠님들에게 적극 추천해드려요~ ♥ SIZE TIP Free 사이즈로 준비되었습니다. *사이즈, 핏감은 체형에 따라 개인차가 있다는 점 감안해주세요:)  ──────────────────────── MATERIAL (혼용률) : POLYESTER 100% 두께 : 얇음 , 비침 : 중간 신축 : 없음 , 안감 : 있음 세탁법 : 손세탁 드라이 단독세탁 물세탁 세탁건조기 사용불가 ────────────────────────   "
"쫀쫀하고 부드러운 골지소재로 완성된 레이스 슬립 나시,옐로우,free,손세탁","  ""들뜸없이 촥-♥ 쫀쫀하고 부드러운 레이스 양 V넥 나시""  ♥ MD COMMENT 들뜸없이 몸라인에 착- 감기는 아이템! MD도, 모델도 반한레이스 슬립 나시 소개해드릴게요-★ V넥 라인이 넓지 않아 노출걱정이 덜하며 레이스의 폭이 넓어 페미닌하고 여성스러워요- 자켓 속에 툭, 가디건 속에 툭, 셔츠 속에 툭! 옷장속 아이템과 다양하게 레이어드하여착용해주세요~  ♥ DETAIL TIP 몸판과 동일한 컬러의 레이스 트리밍으로 완성된여성스러운 베이지, 퓨어한 아이보리고혹적인 브라운 컬러총 3컬러로 구성되어 있어요- 다채로운 스타일링은 물론, 신축성 뛰어나고 부드러운 골지 패브릭으로피부에 닿을 때도 부담이 없어서 적극 추천드리는 레이스 슬립 나시랍니다-♥  *밝은 컬러 특성상 약간의 비침이 있으니 스킨톤의 이너웨어 착용을 권해드릴게요 :)  ♥ SIZE TIP FREE 사이즈로 준비되었습니다. *사이즈, 핏감은 체형에 따라 개인차가 있다는 점 감안해주세요:)  ──────────────────────── MATERIAL (혼용률) : RAYON 60% +POLYESTER 35% +SPAN 5% 두께 : 얇음 , 비침 : 중간 신축 : 높음 , 안감 : 없음 세탁법 :손세탁 드라이 단독세탁 울세탁 세탁기금지 세탁건조기 사용불가 ────────────────────────   "
"쫀쫀하고 부드러운 골지소재로 완성된 레이스 슬립 나시,화이트,free,손세탁","  ""들뜸없이 촥-♥ 쫀쫀하고 부드러운 레이스 양 V넥 나시""  ♥ MD COMMENT 들뜸없이 몸라인에 착- 감기는 아이템! MD도, 모델도 반한레이스 슬립 나시 소개해드릴게요-★ V넥 라인이 넓지 않아 노출걱정이 덜하며 레이스의 폭이 넓어 페미닌하고 여성스러워요- 자켓 속에 툭, 가디건 속에 툭, 셔츠 속에 툭! 옷장속 아이템과 다양하게 레이어드하여착용해주세요~  ♥ DETAIL TIP 몸판과 동일한 컬러의 레이스 트리밍으로 완성된여성스러운 베이지, 퓨어한 아이보리고혹적인 브라운 컬러총 3컬러로 구성되어 있어요- 다채로운 스타일링은 물론, 신축성 뛰어나고 부드러운 골지 패브릭으로피부에 닿을 때도 부담이 없어서 적극 추천드리는 레이스 슬립 나시랍니다-♥  *밝은 컬러 특성상 약간의 비침이 있으니 스킨톤의 이너웨어 착용을 권해드릴게요 :)  ♥ SIZE TIP FREE 사이즈로 준비되었습니다. *사이즈, 핏감은 체형에 따라 개인차가 있다는 점 감안해주세요:)  ──────────────────────── MATERIAL (혼용률) : RAYON 60% +POLYESTER 35% +SPAN 5% 두께 : 얇음 , 비침 : 중간 신축 : 높음 , 안감 : 없음 세탁법 :손세탁 드라이 단독세탁 울세탁 세탁기금지 세탁건조기 사용불가 ────────────────────────   "
"쫀쫀하고 부드러운 골지소재로 완성된 레이스 슬립 나시,아이보리,free,손세탁","  ""들뜸없이 촥-♥ 쫀쫀하고 부드러운 레이스 양 V넥 나시""  ♥ MD COMMENT 들뜸없이 몸라인에 착- 감기는 아이템! MD도, 모델도 반한레이스 슬립 나시 소개해드릴게요-★ V넥 라인이 넓지 않아 노출걱정이 덜하며 레이스의 폭이 넓어 페미닌하고 여성스러워요- 자켓 속에 툭, 가디건 속에 툭, 셔츠 속에 툭! 옷장속 아이템과 다양하게 레이어드하여착용해주세요~  ♥ DETAIL TIP 몸판과 동일한 컬러의 레이스 트리밍으로 완성된여성스러운 베이지, 퓨어한 아이보리고혹적인 브라운 컬러총 3컬러로 구성되어 있어요- 다채로운 스타일링은 물론, 신축성 뛰어나고 부드러운 골지 패브릭으로피부에 닿을 때도 부담이 없어서 적극 추천드리는 레이스 슬립 나시랍니다-♥  *밝은 컬러 특성상 약간의 비침이 있으니 스킨톤의 이너웨어 착용을 권해드릴게요 :)  ♥ SIZE TIP FREE 사이즈로 준비되었습니다. *사이즈, 핏감은 체형에 따라 개인차가 있다는 점 감안해주세요:)  ──────────────────────── MATERIAL (혼용률) : RAYON 60% +POLYESTER 35% +SPAN 5% 두께 : 얇음 , 비침 : 중간 신축 : 높음 , 안감 : 없음 세탁법 :손세탁 드라이 단독세탁 울세탁 세탁기금지 세탁건조기 사용불가 ────────────────────────   "
"쫀쫀하고 부드러운 골지소재로 완성된 레이스 슬립 나시,연보라,free,손세탁","  ""들뜸없이 촥-♥ 쫀쫀하고 부드러운 레이스 양 V넥 나시""  ♥ MD COMMENT 들뜸없이 몸라인에 착- 감기는 아이템! MD도, 모델도 반한레이스 슬립 나시 소개해드릴게요-★ V넥 라인이 넓지 않아 노출걱정이 덜하며 레이스의 폭이 넓어 페미닌하고 여성스러워요- 자켓 속에 툭, 가디건 속에 툭, 셔츠 속에 툭! 옷장속 아이템과 다양하게 레이어드하여착용해주세요~  ♥ DETAIL TIP 몸판과 동일한 컬러의 레이스 트리밍으로 완성된여성스러운 베이지, 퓨어한 아이보리고혹적인 브라운 컬러총 3컬러로 구성되어 있어요- 다채로운 스타일링은 물론, 신축성 뛰어나고 부드러운 골지 패브릭으로피부에 닿을 때도 부담이 없어서 적극 추천드리는 레이스 슬립 나시랍니다-♥  *밝은 컬러 특성상 약간의 비침이 있으니 스킨톤의 이너웨어 착용을 권해드릴게요 :)  ♥ SIZE TIP FREE 사이즈로 준비되었습니다. *사이즈, 핏감은 체형에 따라 개인차가 있다는 점 감안해주세요:)  ──────────────────────── MATERIAL (혼용률) : RAYON 60% +POLYESTER 35% +SPAN 5% 두께 : 얇음 , 비침 : 중간 신축 : 높음 , 안감 : 없음 세탁법 :손세탁 드라이 단독세탁 울세탁 세탁기금지 세탁건조기 사용불가 ────────────────────────   "
"레이스 슬립 나시,옐로우,free,손세탁","  ""들뜸없이 촥-♥ 쫀쫀하고 부드러운 레이스 양 V넥 나시""  ♥ MD COMMENT 들뜸없이 몸라인에 착- 감기는 아이템! MD도, 모델도 반한레이스 슬립 나시 소개해드릴게요-★ V넥 라인이 넓지 않아 노출걱정이 덜하며 레이스의 폭이 넓어 페미닌하고 여성스러워요- 자켓 속에 툭, 가디건 속에 툭, 셔츠 속에 툭! 옷장속 아이템과 다양하게 레이어드하여착용해주세요~  ♥ DETAIL TIP 몸판과 동일한 컬러의 레이스 트리밍으로 완성된여성스러운 베이지, 퓨어한 아이보리고혹적인 브라운 컬러총 3컬러로 구성되어 있어요- 다채로운 스타일링은 물론, 신축성 뛰어나고 부드러운 골지 패브릭으로피부에 닿을 때도 부담이 없어서 적극 추천드리는 레이스 슬립 나시랍니다-♥  *밝은 컬러 특성상 약간의 비침이 있으니 스킨톤의 이너웨어 착용을 권해드릴게요 :)  ♥ SIZE TIP FREE 사이즈로 준비되었습니다. *사이즈, 핏감은 체형에 따라 개인차가 있다는 점 감안해주세요:)  ──────────────────────── MATERIAL (혼용률) : RAYON 60% +POLYESTER 35% +SPAN 5% 두께 : 얇음 , 비침 : 중간 신축 : 높음 , 안감 : 없음 세탁법 :손세탁 드라이 단독세탁 울세탁 세탁기금지 세탁건조기 사용불가 ────────────────────────   "
"레이스 슬립 나시,화이트,free,손세탁","  ""들뜸없이 촥-♥ 쫀쫀하고 부드러운 레이스 양 V넥 나시""  ♥ MD COMMENT 들뜸없이 몸라인에 착- 감기는 아이템! MD도, 모델도 반한레이스 슬립 나시 소개해드릴게요-★ V넥 라인이 넓지 않아 노출걱정이 덜하며 레이스의 폭이 넓어 페미닌하고 여성스러워요- 자켓 속에 툭, 가디건 속에 툭, 셔츠 속에 툭! 옷장속 아이템과 다양하게 레이어드하여착용해주세요~  ♥ DETAIL TIP 몸판과 동일한 컬러의 레이스 트리밍으로 완성된여성스러운 베이지, 퓨어한 아이보리고혹적인 브라운 컬러총 3컬러로 구성되어 있어요- 다채로운 스타일링은 물론, 신축성 뛰어나고 부드러운 골지 패브릭으로피부에 닿을 때도 부담이 없어서 적극 추천드리는 레이스 슬립 나시랍니다-♥  *밝은 컬러 특성상 약간의 비침이 있으니 스킨톤의 이너웨어 착용을 권해드릴게요 :)  ♥ SIZE TIP FREE 사이즈로 준비되었습니다. *사이즈, 핏감은 체형에 따라 개인차가 있다는 점 감안해주세요:)  ──────────────────────── MATERIAL (혼용률) : RAYON 60% +POLYESTER 35% +SPAN 5% 두께 : 얇음 , 비침 : 중간 신축 : 높음 , 안감 : 없음 세탁법 :손세탁 드라이 단독세탁 울세탁 세탁기금지 세탁건조기 사용불가 ────────────────────────   "
"레이스 슬립 나시,아이보리,free,손세탁","  ""들뜸없이 촥-♥ 쫀쫀하고 부드러운 레이스 양 V넥 나시""  ♥ MD COMMENT 들뜸없이 몸라인에 착- 감기는 아이템! MD도, 모델도 반한레이스 슬립 나시 소개해드릴게요-★ V넥 라인이 넓지 않아 노출걱정이 덜하며 레이스의 폭이 넓어 페미닌하고 여성스러워요- 자켓 속에 툭, 가디건 속에 툭, 셔츠 속에 툭! 옷장속 아이템과 다양하게 레이어드하여착용해주세요~  ♥ DETAIL TIP 몸판과 동일한 컬러의 레이스 트리밍으로 완성된여성스러운 베이지, 퓨어한 아이보리고혹적인 브라운 컬러총 3컬러로 구성되어 있어요- 다채로운 스타일링은 물론, 신축성 뛰어나고 부드러운 골지 패브릭으로피부에 닿을 때도 부담이 없어서 적극 추천드리는 레이스 슬립 나시랍니다-♥  *밝은 컬러 특성상 약간의 비침이 있으니 스킨톤의 이너웨어 착용을 권해드릴게요 :)  ♥ SIZE TIP FREE 사이즈로 준비되었습니다. *사이즈, 핏감은 체형에 따라 개인차가 있다는 점 감안해주세요:)  ──────────────────────── MATERIAL (혼용률) : RAYON 60% +POLYESTER 35% +SPAN 5% 두께 : 얇음 , 비침 : 중간 신축 : 높음 , 안감 : 없음 세탁법 :손세탁 드라이 단독세탁 울세탁 세탁기금지 세탁건조기 사용불가 ────────────────────────   "
"레이스 슬립 나시,연보라,free,손세탁","  ""들뜸없이 촥-♥ 쫀쫀하고 부드러운 레이스 양 V넥 나시""  ♥ MD COMMENT 들뜸없이 몸라인에 착- 감기는 아이템! MD도, 모델도 반한레이스 슬립 나시 소개해드릴게요-★ V넥 라인이 넓지 않아 노출걱정이 덜하며 레이스의 폭이 넓어 페미닌하고 여성스러워요- 자켓 속에 툭, 가디건 속에 툭, 셔츠 속에 툭! 옷장속 아이템과 다양하게 레이어드하여착용해주세요~  ♥ DETAIL TIP 몸판과 동일한 컬러의 레이스 트리밍으로 완성된여성스러운 베이지, 퓨어한 아이보리고혹적인 브라운 컬러총 3컬러로 구성되어 있어요- 다채로운 스타일링은 물론, 신축성 뛰어나고 부드러운 골지 패브릭으로피부에 닿을 때도 부담이 없어서 적극 추천드리는 레이스 슬립 나시랍니다-♥  *밝은 컬러 특성상 약간의 비침이 있으니 스킨톤의 이너웨어 착용을 권해드릴게요 :)  ♥ SIZE TIP FREE 사이즈로 준비되었습니다. *사이즈, 핏감은 체형에 따라 개인차가 있다는 점 감안해주세요:)  ──────────────────────── MATERIAL (혼용률) : RAYON 60% +POLYESTER 35% +SPAN 5% 두께 : 얇음 , 비침 : 중간 신축 : 높음 , 안감 : 없음 세탁법 :손세탁 드라이 단독세탁 울세탁 세탁기금지 세탁건조기 사용불가 ────────────────────────   "
"스테디셀러 디자인 슬림 H라인 카라 원피스,화이트,S,단독세탁, 드라이","  ""실루엣으로 이미 퍼펙트★ 깔끔하고 단정한 트임 7부 소매 디자인의 H라인 랩카라 원피스-""  ♥ MD COMMENT 항상 업그레이드 되어 판매 될때마다 사랑받는 스테디셀러 아이템! 맞춤 원피스를 입은 듯 군더더기 없이 깔끔한 실루엣을 연출해드 릴 원피스예요. 다양한 컬러 구성으로 준비되었구요, 웨딩 게스트룩, 모임룩, 격식룩, 오피스룩 등 다양한 TOP에서 착용해보실 수 있어요.  ♥ DETAIL TIP 깔끔하고 세련된 브이 카라랩 네크라인과 7부 소매로 편안하게 착용해보실 수 있는 원피스랍니다. H라인으로 완성되어 깔끔하고 슬림한 핏감을 선사해드려요. 백 라인 콘솔지퍼 디테일로 보다 손쉬운 오픈 클로징 도와드릴게요~ 결혼식, 데이트, 기본정장 원피스로 하나쯤 소장하고 있기에 가장 데일리하고 알맞은 원피스에요-♥  ♥ SIZE TIP S사이즈로 준비되었으니 하단의 상세사이즈를 참고해주세요. ★첫 세탁시 드라이 크리닝을 권해드리며 이후에는 단독세탁을 하셔도 무방하답니다. ──────────────────────── MATERIAL (혼용률) : POLYESTER 97% +SPAN 3% 두께 : 중간 , 비침 : 없음 신축 : 중간 , 안감 : 있음 세탁법 :드라이 단독세탁 세탁기금지 세탁건조기 사용불가 ────────────────────────   "
"스테디셀러 디자인 슬림 H라인 카라 원피스,레드,S,단독세탁, 드라이","  ""실루엣으로 이미 퍼펙트★ 깔끔하고 단정한 트임 7부 소매 디자인의 H라인 랩카라 원피스-""  ♥ MD COMMENT 항상 업그레이드 되어 판매 될때마다 사랑받는 스테디셀러 아이템! 맞춤 원피스를 입은 듯 군더더기 없이 깔끔한 실루엣을 연출해드 릴 원피스예요. 다양한 컬러 구성으로 준비되었구요, 웨딩 게스트룩, 모임룩, 격식룩, 오피스룩 등 다양한 TOP에서 착용해보실 수 있어요.  ♥ DETAIL TIP 깔끔하고 세련된 브이 카라랩 네크라인과 7부 소매로 편안하게 착용해보실 수 있는 원피스랍니다. H라인으로 완성되어 깔끔하고 슬림한 핏감을 선사해드려요. 백 라인 콘솔지퍼 디테일로 보다 손쉬운 오픈 클로징 도와드릴게요~ 결혼식, 데이트, 기본정장 원피스로 하나쯤 소장하고 있기에 가장 데일리하고 알맞은 원피스에요-♥  ♥ SIZE TIP S사이즈로 준비되었으니 하단의 상세사이즈를 참고해주세요. ★첫 세탁시 드라이 크리닝을 권해드리며 이후에는 단독세탁을 하셔도 무방하답니다. ──────────────────────── MATERIAL (혼용률) : POLYESTER 97% +SPAN 3% 두께 : 중간 , 비침 : 없음 신축 : 중간 , 안감 : 있음 세탁법 :드라이 단독세탁 세탁기금지 세탁건조기 사용불가 ────────────────────────   "
"스테디셀러 디자인 슬림 H라인 카라 원피스,그린,S,단독세탁, 드라이","  ""실루엣으로 이미 퍼펙트★ 깔끔하고 단정한 트임 7부 소매 디자인의 H라인 랩카라 원피스-""  ♥ MD COMMENT 항상 업그레이드 되어 판매 될때마다 사랑받는 스테디셀러 아이템! 맞춤 원피스를 입은 듯 군더더기 없이 깔끔한 실루엣을 연출해드 릴 원피스예요. 다양한 컬러 구성으로 준비되었구요, 웨딩 게스트룩, 모임룩, 격식룩, 오피스룩 등 다양한 TOP에서 착용해보실 수 있어요.  ♥ DETAIL TIP 깔끔하고 세련된 브이 카라랩 네크라인과 7부 소매로 편안하게 착용해보실 수 있는 원피스랍니다. H라인으로 완성되어 깔끔하고 슬림한 핏감을 선사해드려요. 백 라인 콘솔지퍼 디테일로 보다 손쉬운 오픈 클로징 도와드릴게요~ 결혼식, 데이트, 기본정장 원피스로 하나쯤 소장하고 있기에 가장 데일리하고 알맞은 원피스에요-♥  ♥ SIZE TIP S사이즈로 준비되었으니 하단의 상세사이즈를 참고해주세요. ★첫 세탁시 드라이 크리닝을 권해드리며 이후에는 단독세탁을 하셔도 무방하답니다. ──────────────────────── MATERIAL (혼용률) : POLYESTER 97% +SPAN 3% 두께 : 중간 , 비침 : 없음 신축 : 중간 , 안감 : 있음 세탁법 :드라이 단독세탁 세탁기금지 세탁건조기 사용불가 ────────────────────────   "
"스테디셀러 디자인 슬림 H라인 카라 원피스,퍼플,S,단독세탁, 드라이","  ""실루엣으로 이미 퍼펙트★ 깔끔하고 단정한 트임 7부 소매 디자인의 H라인 랩카라 원피스-""  ♥ MD COMMENT 항상 업그레이드 되어 판매 될때마다 사랑받는 스테디셀러 아이템! 맞춤 원피스를 입은 듯 군더더기 없이 깔끔한 실루엣을 연출해드 릴 원피스예요. 다양한 컬러 구성으로 준비되었구요, 웨딩 게스트룩, 모임룩, 격식룩, 오피스룩 등 다양한 TOP에서 착용해보실 수 있어요.  ♥ DETAIL TIP 깔끔하고 세련된 브이 카라랩 네크라인과 7부 소매로 편안하게 착용해보실 수 있는 원피스랍니다. H라인으로 완성되어 깔끔하고 슬림한 핏감을 선사해드려요. 백 라인 콘솔지퍼 디테일로 보다 손쉬운 오픈 클로징 도와드릴게요~ 결혼식, 데이트, 기본정장 원피스로 하나쯤 소장하고 있기에 가장 데일리하고 알맞은 원피스에요-♥  ♥ SIZE TIP S사이즈로 준비되었으니 하단의 상세사이즈를 참고해주세요. ★첫 세탁시 드라이 크리닝을 권해드리며 이후에는 단독세탁을 하셔도 무방하답니다. ──────────────────────── MATERIAL (혼용률) : POLYESTER 97% +SPAN 3% 두께 : 중간 , 비침 : 없음 신축 : 중간 , 안감 : 있음 세탁법 :드라이 단독세탁 세탁기금지 세탁건조기 사용불가 ────────────────────────   "
